id,topic,difficulty,questionText,codeSnippet,optionA,optionB,optionC,optionD,correctOption,explanation
java-quiz-t18-14,JVM & Classloading,hard,Under what condition is NoClassDefFoundError thrown instead of ClassNotFoundException?,"// Scenario: Class A references Class B
ClassA obj = new ClassA(); // Throws NoClassDefFoundError for ClassB_14","When ClassB_14 was present during compilation, but its class file cannot be located or loaded by the JVM at runtime during Class A's initialization.",When Class.forName() is called with an invalid class package string name.,When ClassLoader.loadClass() fails to resolve a class on the classpath dynamically.,When there is an import statement referencing a non-existent class at compile time.,A,"ClassNotFoundException is a checked exception thrown when class lookup by name string fails. NoClassDefFoundError is an Error thrown when the JVM is executing compiled bytecode that references another class, but that class cannot be found in the runtime classpath."
java-quiz-t19-14,Streams API,medium,"If you run the stream operation below using Integer.MAX_VALUE and 1014, what is printed to the console?","int result = Stream.of(Integer.MAX_VALUE, 1014)
                   .reduce(0, Integer::sum);
System.out.println(result);",An overflow value of -2147482635 (due to standard 32-bit signed integer overflow).,The mathematically correct sum (promoted automatically to a 64-bit long).,An ArithmeticException is thrown indicating integer overflow.,A compile-time error occurs because reduce requires an accumulator.,A,"In Java, arithmetic operations on 32-bit integers wrap around silently when they overflow. Stream reduce does not perform automatic type promotion, so adding 1014 to Integer.MAX_VALUE overflows and wraps into negative values."
java-quiz-t20-14,Object-Oriented Programming,medium,Consider the static methods in the classes below. What is printed when executing 'new ChildService_14().display()'?,"class ParentService_14 {
    public static void log() { System.out.print(""Parent""); }
}
class ChildService_14 extends ParentService_14 {
    public static void log() { System.out.print(""Child""); }
    public void display() { log(); }
}",Parent,Child,Compilation fails because static methods cannot be inherited.,Throws a RuntimeException due to conflicting signatures.,B,"Static methods undergo 'method hiding' rather than method overriding. Static method calls are bound at compile time based on the class context. Inside the instance method display() of 'ChildService_14', the call to log() is resolved to 'ChildService_14.log()', printing 'Child'."
java-quiz-t1-15,Multithreading & Concurrency,hard,"A ThreadPoolExecutor is initialized with corePoolSize = 2, maximumPoolSize = 5, keepAliveTime = 60s, and a workQueue capacity of 35. If you submit 38 tasks concurrently with no delay, what is the state of the pool?","ThreadPoolExecutor executor = new ThreadPoolExecutor(
    2, 5, 60, TimeUnit.SECONDS,
    new ArrayBlockingQueue<>(35)
);
for (int i = 0; i < 38; i++) {
    executor.submit(() -> {
        try { Thread.sleep(10000); } catch (InterruptedException e) {}
    });
}","2 active threads running tasks, with 36 tasks in the queue.","3 active threads running tasks, with 35 tasks waiting in the queue.","5 active threads running tasks, with 33 tasks in the queue.",The task execution throws a RejectedExecutionException immediately.,B,"ThreadPoolExecutor rules: 1) First 2 tasks spawn 2 core threads. 2) Next 35 tasks fill the queue. 3) Remaining tasks spawn threads up to max (5). Since total tasks (38) fit within capacity, the pool spawns 1 extra threads, resulting in 3 active threads and 35 queued tasks."
java-quiz-t2-15,Collections & Internals,hard,"You insert 7 distinct instances of class CustomKey_15 into a standard HashMap. Class CustomKey_15 overrides hashCode() to return constant 250, but does not override equals(). What happens when you retrieve the key with id = 2?","public class CustomKey_15 {
    private int id;
    public CustomKey_15(int id) { this.id = id; }
    @Override
    public int hashCode() { return 250; }
}
Map<CustomKey_15, String> map = new HashMap<>();
CustomKey_15 searchKey = null;
for (int k = 1; k <= 7; k++) {
    CustomKey_15 key = new CustomKey_15(k);
    if (k == 2) searchKey = key;
    map.put(key, ""Val_"" + k);
}
String result = map.get(searchKey);","The retrieval succeeds and returns ""Val_2"" because object reference identity (==) is checked and succeeds on the exact same key reference.",The retrieval returns null because equals() is not implemented.,The HashMap throws a NullPointerException because the hash value is constant.,The retrieval returns the value of the last inserted element in the bucket.,A,"HashMap's get() method checks: if (e.hash == hash && ((k = e.key) == key || (key != null && key.equals(k)))). Since the exact same reference searchKey is passed, the (k == key) identity comparison succeeds immediately, bypassing equals() checks."
java-quiz-t3-15,Generics,medium,"According to the Producer-Extends, Consumer-Super (PECS) rule, which operations are compile-time valid inside the process method below parameterized with Float?","public static void process(List<? extends Float> src, List<? super Float> dest) {
    // Operation A: Float val = src.get(0);
    // Operation B: src.add(150);
    // Operation C: dest.add(150);
}",Operations B and C are valid; Operation A is a compile error.,All operations are compile-time valid.,Operations A and C are valid; Operation B is a compile error.,Operations A and B are valid; Operation C is a compile error.,C,"Under PECS: List<? extends Float> is a Producer, so reading from it as Float (A) is valid, but writing to it is banned (B). List<? super Float> is a Consumer, so adding Float objects (C) to it is valid."
java-quiz-t4-15,Multithreading & Concurrency,medium,"Two threads T1 and T2 run concurrently. Thread T1 sleeps for 1550ms. Thread T2 sleeps for 1200ms. If the main thread calls T1.join(450) followed immediately by T2.join(), what is the approximate wait duration?","Thread t1 = new Thread(() -> {
    try { Thread.sleep(1550); } catch (InterruptedException e) {}
});
Thread t2 = new Thread(() -> {
    try { Thread.sleep(1200); } catch (InterruptedException e) {}
});
t1.start(); t2.start();
t1.join(450);
t2.join();","Approximately 2750ms, as both join calls execute fully sequentially.","Approximately 1200ms, because the main thread waits for the 450ms timeout on T1, then blocks for the remainder of T2's sleep.","Approximately 1550ms, since T1 takes the longest to complete.","Approximately 450ms, as both threads are forced to interrupt.",B,"The main thread blocks on t1.join(450) for 450ms. During this time, T2 has also slept for 450ms, leaving 750ms of sleep. When t2.join() is called, the main thread blocks for the remaining 750ms. Total wait = 450 + 750 = 1200ms."
java-quiz-t5-15,Collections & Lists,easy,"An ArrayList is initialized with an initial capacity of 38. If you add 39 elements sequentially, what is the internal array capacity immediately after the expansion?","List<Integer> list = new ArrayList<>(38);
for (int j = 0; j < 39; j++) {
    list.add(j);
}",76 (capacity doubles when full),57 (capacity grows by 50% using the formula: oldCapacity + (oldCapacity >> 1)),48 (capacity grows by a fixed step of 10),39 (capacity grows to fit exactly the inserted elements),B,"In JDK ArrayList, capacity expansion is calculated using the formula: newCapacity = oldCapacity + (oldCapacity >> 1), which grows the array size by approximately 50%. Starting with 38, the new capacity is 38 + 19 = 57."
java-quiz-t6-15,Strings & String Pool,medium,"How many objects are created in memory when the statement below executes, assuming ""poolStr_15"" is NOT already present in the String Constant Pool?","String s = new String(""poolStr_15"");",One object: on the heap only.,Two objects: one literal in the String Constant Pool and one new String object on the heap.,One object: in the String Constant Pool only.,Zero objects: it only creates a stack reference.,B,"This statement creates two objects: the literal string ""poolStr_15"" is stored in the String Constant Pool (if not already present), and a new String object is created on the heap, wrapping the character array reference from the pool."
java-quiz-t7-15,Optional API,medium,"In the code snippet below under normal execution, how many times is the method 'fetchDb_15' evaluated?","public String getData() {
    return Optional.of(""val_15"")
                   .orElse(fetchDb_15());
}
public String fetchDb_15() {
    System.out.println(""DB accessed"");
    return ""default"";
}","0 times, because the Optional contains a non-null value and orElse() is evaluated lazily.","2 times, once for checking and once for returning.","Exactly 1 time, because the argument to orElse() is evaluated eagerly even if the Optional contains a value.",It throws a NullPointerException at runtime.,C,"In Java, orElse(T other) evaluates its argument eagerly. Since 'fetchDb_15()' is passed directly as a parameter, the method is invoked and evaluated before orElse() resolves, even if the Optional is not empty. Use orElseGet(Supplier) for lazy evaluation."
java-quiz-t8-15,Multithreading & Concurrency,hard,You submit a parallel stream task inside a custom ForkJoinPool configured with parallelism = 5 on a machine with 1 CPU cores. What is the maximum number of threads that can process the stream concurrently?,"ForkJoinPool customPool = new ForkJoinPool(5);
customPool.submit(() -> {
    IntStream.range(0, 100).parallel().forEach(x -> {
        // Intensive work
    });
}).get();",Up to 5 concurrent threads inside the custom ForkJoinPool.,"Only 1 threads, matching the physical CPU cores.","Up to 0 threads, as the common pool always reserves one core.","1 thread, because parallel streams ignore custom ForkJoinPool configurations.",A,"Parallel streams execute inside the ForkJoinPool of the thread that initiated them. If submitted inside a custom ForkJoinPool, the stream will use that pool's worker threads (up to its parallelism level of 5), overriding the default CommonPool behavior."
java-quiz-t9-15,Memory Management & GC,medium,"A WeakHashMap is populated as shown below. If you set 'keyData_15' to null and trigger GC, what happens to the map size?","Map<Object, String> map = new WeakHashMap<>();
Object keyData_15 = new Object();
map.put(keyData_15, ""ActiveSession"");

keyData_15 = null;
System.gc();","The map size becomes 0 because WeakHashMap references keys weakly, allowing GC to collect the key and automatically clean up the entry.",The map size remains 1 because the value 'ActiveSession' retains a strong reference to the map entry.,The map throws a NullPointerException during garbage collection.,The key is collected but map.size() still returns 1 until a get() call is made.,A,"WeakHashMap uses WeakReference wrapper classes for its keys. Once the strong reference 'keyData_15' is set to null, the key becomes eligible for GC. After GC sweeps the key, WeakHashMap cleans up the corresponding entry from its table."
java-quiz-t10-15,Multithreading & Concurrency,hard,Predict the output printed to the console when the CompletableFuture pipeline executes.,"CompletableFuture.supplyAsync(() -> {
    if (true) throw new RuntimeException(""err_15"");
    return ""Normal"";
})
.handle((res, ex) -> {
    return ex != null ? ""fallback_15"" : res;
})
.exceptionally(ex -> {
    return ""Secondary_Fallback"";
})
.thenAccept(System.out::print);","""Secondary_Fallback""","""err_15""","""fallback_15""","""NormalSecondary_Fallback""",C,"The supplyAsync stage throws a RuntimeException containing ""err_15"". The handle() block captures this exception (ex is non-null) and returns ""fallback_15"", completing the stage normally. The downstream exceptionally() stage is skipped because no exception remains in the pipeline."
java-quiz-t11-15,Exception Handling,medium,"Inside a try-with-resources statement, if the try block throws an exception 'TryErr_15' and the resource's close() method throws 'CloseErr_15', which exception propagates and how is the other retrieved?","try (CustomResource Res_15 = new CustomResource()) { // close() throws CloseErr_15
    throw new RuntimeException(""TryErr_15"");
}",The exception containing 'CloseErr_15' is thrown; the 'TryErr_15' exception is discarded.,Both exceptions are propagated concurrently in a MultiException.,"The exception from close() overrides the try exception, throwing 'CloseErr_15' without suppressing the other.",The RuntimeException containing 'TryErr_15' is thrown; the exception containing 'CloseErr_15' is added to it as a suppressed exception.,D,"In try-with-resources, if both the try block and close() throw exceptions, the exception from the try block propagates. The exception from close() is suppressed and attached to the main exception, retrieveable using getSuppressed()."
java-quiz-t12-15,Virtual Threads,hard,You are using Virtual Threads in Java 21. Which locking mechanism can cause the virtual thread to PIN its carrier platform thread during a blocking database/IO operation?,"Runnable task = () -> {
    // Under which lock construct will carrier thread pinning occur?
    ??? {
        databaseService.fetchData(); // Blocks on network
    }
};
Thread.ofVirtual().start(task);",A ReentrantLock block.,A synchronized block or synchronized method.,A Semaphore permit acquisition.,An AtomicInteger loop operation.,B,"In Java 21, virtual threads are pinned to their carrier platform thread when running inside a synchronized block or synchronized method. When pinned, blocking on IO also blocks the carrier thread. Replacing it with ReentrantLock avoids this."
java-quiz-t13-15,Collections & Internals,hard,"A LinkedHashMap is configured with accessOrder = true and max capacity = 4. If you insert keys 1 to 4, call map.get(4), and then put key 5, which key is evicted by removeEldestEntry?","LinkedHashMap<Integer, String> map = new LinkedHashMap<>(4, 0.75f, true) {
    @Override
    protected boolean removeEldestEntry(Map.Entry eldest) {
        return size() > 4;
    }
};
for (int k = 1; k <= 4; k++) map.put(k, ""Val_"" + k);
map.get(4);
map.put(5, ""Val_"" + 5);",Key 4,Key 5,Key 1,Key 4,C,"With accessOrder=true, LinkedHashMap orders entries by access (least recently accessed first). Accessing key 4 moves it to the end. The eldest key is the least recently accessed. If capacity is 4 and we accessed 4, the remaining oldest key (which is 1) is evicted."
java-quiz-t14-15,Object-Oriented Programming,medium,"If a class defines overloaded methods print(Object o) and print(Runnable s), which method executes when print(null) is called?","public class OverloadDemo {
    public void print(Object o) { System.out.print(""Object""); }
    public void print(Runnable s) { System.out.print(""Runnable""); }
    
    public static void main(String[] args) {
        new OverloadDemo().print(null);
    }
}",The print(Runnable s) method executes because Runnable is a more specific type than Object.,The print(Object o) method executes because null is treated as general Object first.,A compile-time error occurs due to method signature ambiguity.,A NullPointerException is thrown at runtime during method dispatch.,A,"Java resolves overloaded methods at compile-time by choosing the most specific method compatible with the arguments. Since 'Runnable' is a subclass of 'Object', it is more specific, so the compiler binds the call to print(Runnable s)."
java-quiz-t15-15,Java Basics,medium,What is the runtime result of executing the code below containing array assignments?,"Number[] numbers = new Integer[5];
numbers[0] = 10.5; // Double value",The double value 10.5 is stored in the array without issue.,The compiler flags this as a compile-time error.,The double value is truncated to the integer 10 and stored.,"An ArrayStoreException is thrown because the runtime type of the array is Integer[], which cannot store Double values.",D,"Java arrays are covariant (Integer[] is a subtype of Number[]), which is checked at compile-time. However, the array retains its runtime type (Integer[]). Writing a Double (10.5) to it triggers an ArrayStoreException at runtime."
java-quiz-t16-15,Multithreading & Concurrency,medium,"If a single shared instance of SimpleDateFormat is accessed concurrently by 20 threads, what runtime issue can occur?","// Shared instance accessed by 20 threads
private static final SimpleDateFormat sdf = new SimpleDateFormat(""yyyy-MM-dd"");",It will output corrupted/incorrect date strings or throw NumberFormatException because SimpleDateFormat is not thread-safe.,It will cause a thread deadlock inside the JVM date formatting library.,It works perfectly because formatting dates is a thread-safe read-only operation.,It will trigger an OutOfMemoryError in the heap space.,A,"SimpleDateFormat maintains internal state in an inherited Calendar field. Concurrent modification of this state by multiple threads leads to race conditions, producing corrupted formatted dates or throwing formatting exceptions."
java-quiz-t17-15,Multithreading & Concurrency,medium,"An AtomicInteger is initialized to 150. Thread 1 calls compareAndSet(155, 160). What is the return value of compareAndSet and the resulting value of the AtomicInteger?","AtomicInteger atomic = new AtomicInteger(150);
boolean updated = atomic.compareAndSet(155, 160);","Returns false, resulting in value 150.","Returns true, resulting in value 160 regardless of expectation.","Returns false, resulting in value 160 due to lock-free CAS loops.",Throws an ArithmeticException because expected value doesn't match.,A,"compareAndSet checks if the current value equals the expected value (155). If it does (value is 150), it atomically updates it to 160 and returns true. Otherwise, it leaves the value unchanged and returns false."
java-quiz-t18-15,JVM & Classloading,hard,Under what condition is NoClassDefFoundError thrown instead of ClassNotFoundException?,"// Scenario: Class A references Class B
ClassA obj = new ClassA(); // Throws NoClassDefFoundError for ClassB_15",When Class.forName() is called with an invalid class package string name.,"When ClassB_15 was present during compilation, but its class file cannot be located or loaded by the JVM at runtime during Class A's initialization.",When ClassLoader.loadClass() fails to resolve a class on the classpath dynamically.,When there is an import statement referencing a non-existent class at compile time.,B,"ClassNotFoundException is a checked exception thrown when class lookup by name string fails. NoClassDefFoundError is an Error thrown when the JVM is executing compiled bytecode that references another class, but that class cannot be found in the runtime classpath."
java-quiz-t19-15,Streams API,medium,"If you run the stream operation below using Integer.MAX_VALUE and 1015, what is printed to the console?","int result = Stream.of(Integer.MAX_VALUE, 1015)
                   .reduce(0, Integer::sum);
System.out.println(result);",The mathematically correct sum (promoted automatically to a 64-bit long).,An overflow value of -2147482634 (due to standard 32-bit signed integer overflow).,An ArithmeticException is thrown indicating integer overflow.,A compile-time error occurs because reduce requires an accumulator.,B,"In Java, arithmetic operations on 32-bit integers wrap around silently when they overflow. Stream reduce does not perform automatic type promotion, so adding 1015 to Integer.MAX_VALUE overflows and wraps into negative values."
java-quiz-t20-15,Object-Oriented Programming,medium,Consider the static methods in the classes below. What is printed when executing 'new ChildService_15().display()'?,"class ParentService_15 {
    public static void log() { System.out.print(""Parent""); }
}
class ChildService_15 extends ParentService_15 {
    public static void log() { System.out.print(""Child""); }
    public void display() { log(); }
}",Parent,Child,Compilation fails because static methods cannot be inherited.,Throws a RuntimeException due to conflicting signatures.,B,"Static methods undergo 'method hiding' rather than method overriding. Static method calls are bound at compile time based on the class context. Inside the instance method display() of 'ChildService_15', the call to log() is resolved to 'ChildService_15.log()', printing 'Child'."
java-quiz-t1-16,Multithreading & Concurrency,hard,"A ThreadPoolExecutor is initialized with corePoolSize = 3, maximumPoolSize = 5, keepAliveTime = 60s, and a workQueue capacity of 37. If you submit 42 tasks concurrently with no delay, what is the state of the pool?","ThreadPoolExecutor executor = new ThreadPoolExecutor(
    3, 5, 60, TimeUnit.SECONDS,
    new ArrayBlockingQueue<>(37)
);
for (int i = 0; i < 42; i++) {
    executor.submit(() -> {
        try { Thread.sleep(10000); } catch (InterruptedException e) {}
    });
}","3 active threads running tasks, with 39 tasks in the queue.","5 active threads running tasks, with 37 tasks waiting in the queue.","5 active threads running tasks, with 37 tasks in the queue.",The task execution throws a RejectedExecutionException immediately.,B,"ThreadPoolExecutor rules: 1) First 3 tasks spawn 3 core threads. 2) Next 37 tasks fill the queue. 3) Remaining tasks spawn threads up to max (5). Since total tasks (42) fit within capacity, the pool spawns 2 extra threads, resulting in 5 active threads and 37 queued tasks."
java-quiz-t2-16,Collections & Internals,hard,"You insert 4 distinct instances of class CustomKey_16 into a standard HashMap. Class CustomKey_16 overrides hashCode() to return constant 260, but does not override equals(). What happens when you retrieve the key with id = 1?","public class CustomKey_16 {
    private int id;
    public CustomKey_16(int id) { this.id = id; }
    @Override
    public int hashCode() { return 260; }
}
Map<CustomKey_16, String> map = new HashMap<>();
CustomKey_16 searchKey = null;
for (int k = 1; k <= 4; k++) {
    CustomKey_16 key = new CustomKey_16(k);
    if (k == 1) searchKey = key;
    map.put(key, ""Val_"" + k);
}
String result = map.get(searchKey);",The retrieval returns null because equals() is not implemented.,"The retrieval succeeds and returns ""Val_1"" because object reference identity (==) is checked and succeeds on the exact same key reference.",The HashMap throws a NullPointerException because the hash value is constant.,The retrieval returns the value of the last inserted element in the bucket.,B,"HashMap's get() method checks: if (e.hash == hash && ((k = e.key) == key || (key != null && key.equals(k)))). Since the exact same reference searchKey is passed, the (k == key) identity comparison succeeds immediately, bypassing equals() checks."
java-quiz-t3-16,Generics,medium,"According to the Producer-Extends, Consumer-Super (PECS) rule, which operations are compile-time valid inside the process method below parameterized with Number?","public static void process(List<? extends Number> src, List<? super Number> dest) {
    // Operation A: Number val = src.get(0);
    // Operation B: src.add(160);
    // Operation C: dest.add(160);
}",Operations A and C are valid; Operation B is a compile error.,Operations B and C are valid; Operation A is a compile error.,All operations are compile-time valid.,Operations A and B are valid; Operation C is a compile error.,A,"Under PECS: List<? extends Number> is a Producer, so reading from it as Number (A) is valid, but writing to it is banned (B). List<? super Number> is a Consumer, so adding Number objects (C) to it is valid."
java-quiz-t4-16,Multithreading & Concurrency,medium,"Two threads T1 and T2 run concurrently. Thread T1 sleeps for 1600ms. Thread T2 sleeps for 1240ms. If the main thread calls T1.join(460) followed immediately by T2.join(), what is the approximate wait duration?","Thread t1 = new Thread(() -> {
    try { Thread.sleep(1600); } catch (InterruptedException e) {}
});
Thread t2 = new Thread(() -> {
    try { Thread.sleep(1240); } catch (InterruptedException e) {}
});
t1.start(); t2.start();
t1.join(460);
t2.join();","Approximately 1240ms, because the main thread waits for the 460ms timeout on T1, then blocks for the remainder of T2's sleep.","Approximately 2840ms, as both join calls execute fully sequentially.","Approximately 1600ms, since T1 takes the longest to complete.","Approximately 460ms, as both threads are forced to interrupt.",A,"The main thread blocks on t1.join(460) for 460ms. During this time, T2 has also slept for 460ms, leaving 780ms of sleep. When t2.join() is called, the main thread blocks for the remaining 780ms. Total wait = 460 + 780 = 1240ms."
java-quiz-t5-16,Collections & Lists,easy,"An ArrayList is initialized with an initial capacity of 40. If you add 41 elements sequentially, what is the internal array capacity immediately after the expansion?","List<Integer> list = new ArrayList<>(40);
for (int j = 0; j < 41; j++) {
    list.add(j);
}",80 (capacity doubles when full),60 (capacity grows by 50% using the formula: oldCapacity + (oldCapacity >> 1)),50 (capacity grows by a fixed step of 10),41 (capacity grows to fit exactly the inserted elements),B,"In JDK ArrayList, capacity expansion is calculated using the formula: newCapacity = oldCapacity + (oldCapacity >> 1), which grows the array size by approximately 50%. Starting with 40, the new capacity is 40 + 20 = 60."
java-quiz-t6-16,Strings & String Pool,medium,"How many objects are created in memory when the statement below executes, assuming ""poolStr_16"" is NOT already present in the String Constant Pool?","String s = new String(""poolStr_16"");",One object: on the heap only.,Two objects: one literal in the String Constant Pool and one new String object on the heap.,One object: in the String Constant Pool only.,Zero objects: it only creates a stack reference.,B,"This statement creates two objects: the literal string ""poolStr_16"" is stored in the String Constant Pool (if not already present), and a new String object is created on the heap, wrapping the character array reference from the pool."
java-quiz-t7-16,Optional API,medium,"In the code snippet below under normal execution, how many times is the method 'fetchDb_16' evaluated?","public String getData() {
    return Optional.of(""val_16"")
                   .orElse(fetchDb_16());
}
public String fetchDb_16() {
    System.out.println(""DB accessed"");
    return ""default"";
}","Exactly 1 time, because the argument to orElse() is evaluated eagerly even if the Optional contains a value.","0 times, because the Optional contains a non-null value and orElse() is evaluated lazily.","2 times, once for checking and once for returning.",It throws a NullPointerException at runtime.,A,"In Java, orElse(T other) evaluates its argument eagerly. Since 'fetchDb_16()' is passed directly as a parameter, the method is invoked and evaluated before orElse() resolves, even if the Optional is not empty. Use orElseGet(Supplier) for lazy evaluation."
java-quiz-t8-16,Multithreading & Concurrency,hard,You submit a parallel stream task inside a custom ForkJoinPool configured with parallelism = 2 on a machine with 2 CPU cores. What is the maximum number of threads that can process the stream concurrently?,"ForkJoinPool customPool = new ForkJoinPool(2);
customPool.submit(() -> {
    IntStream.range(0, 100).parallel().forEach(x -> {
        // Intensive work
    });
}).get();","Only 2 threads, matching the physical CPU cores.",Up to 2 concurrent threads inside the custom ForkJoinPool.,"Up to 1 threads, as the common pool always reserves one core.","1 thread, because parallel streams ignore custom ForkJoinPool configurations.",B,"Parallel streams execute inside the ForkJoinPool of the thread that initiated them. If submitted inside a custom ForkJoinPool, the stream will use that pool's worker threads (up to its parallelism level of 2), overriding the default CommonPool behavior."
java-quiz-t9-16,Memory Management & GC,medium,"A WeakHashMap is populated as shown below. If you set 'keyData_16' to null and trigger GC, what happens to the map size?","Map<Object, String> map = new WeakHashMap<>();
Object keyData_16 = new Object();
map.put(keyData_16, ""ActiveSession"");

keyData_16 = null;
System.gc();",The map size remains 1 because the value 'ActiveSession' retains a strong reference to the map entry.,"The map size becomes 0 because WeakHashMap references keys weakly, allowing GC to collect the key and automatically clean up the entry.",The map throws a NullPointerException during garbage collection.,The key is collected but map.size() still returns 1 until a get() call is made.,B,"WeakHashMap uses WeakReference wrapper classes for its keys. Once the strong reference 'keyData_16' is set to null, the key becomes eligible for GC. After GC sweeps the key, WeakHashMap cleans up the corresponding entry from its table."
java-quiz-t10-16,Multithreading & Concurrency,hard,Predict the output printed to the console when the CompletableFuture pipeline executes.,"CompletableFuture.supplyAsync(() -> {
    if (true) throw new RuntimeException(""err_16"");
    return ""Normal"";
})
.handle((res, ex) -> {
    return ex != null ? ""fallback_16"" : res;
})
.exceptionally(ex -> {
    return ""Secondary_Fallback"";
})
.thenAccept(System.out::print);","""Secondary_Fallback""","""err_16""","""NormalSecondary_Fallback""","""fallback_16""",D,"The supplyAsync stage throws a RuntimeException containing ""err_16"". The handle() block captures this exception (ex is non-null) and returns ""fallback_16"", completing the stage normally. The downstream exceptionally() stage is skipped because no exception remains in the pipeline."
java-quiz-t11-16,Exception Handling,medium,"Inside a try-with-resources statement, if the try block throws an exception 'TryErr_16' and the resource's close() method throws 'CloseErr_16', which exception propagates and how is the other retrieved?","try (CustomResource Res_16 = new CustomResource()) { // close() throws CloseErr_16
    throw new RuntimeException(""TryErr_16"");
}",The exception containing 'CloseErr_16' is thrown; the 'TryErr_16' exception is discarded.,Both exceptions are propagated concurrently in a MultiException.,"The exception from close() overrides the try exception, throwing 'CloseErr_16' without suppressing the other.",The RuntimeException containing 'TryErr_16' is thrown; the exception containing 'CloseErr_16' is added to it as a suppressed exception.,D,"In try-with-resources, if both the try block and close() throw exceptions, the exception from the try block propagates. The exception from close() is suppressed and attached to the main exception, retrieveable using getSuppressed()."
java-quiz-t12-16,Virtual Threads,hard,You are using Virtual Threads in Java 21. Which locking mechanism can cause the virtual thread to PIN its carrier platform thread during a blocking database/IO operation?,"Runnable task = () -> {
    // Under which lock construct will carrier thread pinning occur?
    ??? {
        databaseService.fetchData(); // Blocks on network
    }
};
Thread.ofVirtual().start(task);",A ReentrantLock block.,A Semaphore permit acquisition.,An AtomicInteger loop operation.,A synchronized block or synchronized method.,D,"In Java 21, virtual threads are pinned to their carrier platform thread when running inside a synchronized block or synchronized method. When pinned, blocking on IO also blocks the carrier thread. Replacing it with ReentrantLock avoids this."
java-quiz-t13-16,Collections & Internals,hard,"A LinkedHashMap is configured with accessOrder = true and max capacity = 3. If you insert keys 1 to 3, call map.get(2), and then put key 4, which key is evicted by removeEldestEntry?","LinkedHashMap<Integer, String> map = new LinkedHashMap<>(3, 0.75f, true) {
    @Override
    protected boolean removeEldestEntry(Map.Entry eldest) {
        return size() > 3;
    }
};
for (int k = 1; k <= 3; k++) map.put(k, ""Val_"" + k);
map.get(2);
map.put(4, ""Val_"" + 4);",Key 2,Key 4,Key 1,Key 3,C,"With accessOrder=true, LinkedHashMap orders entries by access (least recently accessed first). Accessing key 2 moves it to the end. The eldest key is the least recently accessed. If capacity is 3 and we accessed 2, the remaining oldest key (which is 1) is evicted."
java-quiz-t14-16,Object-Oriented Programming,medium,"If a class defines overloaded methods print(Object o) and print(String s), which method executes when print(null) is called?","public class OverloadDemo {
    public void print(Object o) { System.out.print(""Object""); }
    public void print(String s) { System.out.print(""String""); }
    
    public static void main(String[] args) {
        new OverloadDemo().print(null);
    }
}",The print(Object o) method executes because null is treated as general Object first.,A compile-time error occurs due to method signature ambiguity.,A NullPointerException is thrown at runtime during method dispatch.,The print(String s) method executes because String is a more specific type than Object.,D,"Java resolves overloaded methods at compile-time by choosing the most specific method compatible with the arguments. Since 'String' is a subclass of 'Object', it is more specific, so the compiler binds the call to print(String s)."
java-quiz-t15-16,Java Basics,medium,What is the runtime result of executing the code below containing array assignments?,"Number[] numbers = new Integer[5];
numbers[1] = 10.5; // Double value",The double value 10.5 is stored in the array without issue.,"An ArrayStoreException is thrown because the runtime type of the array is Integer[], which cannot store Double values.",The compiler flags this as a compile-time error.,The double value is truncated to the integer 10 and stored.,B,"Java arrays are covariant (Integer[] is a subtype of Number[]), which is checked at compile-time. However, the array retains its runtime type (Integer[]). Writing a Double (10.5) to it triggers an ArrayStoreException at runtime."
java-quiz-t16-16,Multithreading & Concurrency,medium,"If a single shared instance of SimpleDateFormat is accessed concurrently by 21 threads, what runtime issue can occur?","// Shared instance accessed by 21 threads
private static final SimpleDateFormat sdf = new SimpleDateFormat(""yyyy-MM-dd"");",It will cause a thread deadlock inside the JVM date formatting library.,It will output corrupted/incorrect date strings or throw NumberFormatException because SimpleDateFormat is not thread-safe.,It works perfectly because formatting dates is a thread-safe read-only operation.,It will trigger an OutOfMemoryError in the heap space.,B,"SimpleDateFormat maintains internal state in an inherited Calendar field. Concurrent modification of this state by multiple threads leads to race conditions, producing corrupted formatted dates or throwing formatting exceptions."
java-quiz-t17-16,Multithreading & Concurrency,medium,"An AtomicInteger is initialized to 160. Thread 1 calls compareAndSet(160, 170). What is the return value of compareAndSet and the resulting value of the AtomicInteger?","AtomicInteger atomic = new AtomicInteger(160);
boolean updated = atomic.compareAndSet(160, 170);","Returns true, resulting in value 170 regardless of expectation.","Returns true, resulting in value 170.","Returns false, resulting in value 170 due to lock-free CAS loops.",Throws an ArithmeticException because expected value doesn't match.,B,"compareAndSet checks if the current value equals the expected value (160). If it does (value is 160), it atomically updates it to 170 and returns true. Otherwise, it leaves the value unchanged and returns false."
java-quiz-t18-16,JVM & Classloading,hard,Under what condition is NoClassDefFoundError thrown instead of ClassNotFoundException?,"// Scenario: Class A references Class B
ClassA obj = new ClassA(); // Throws NoClassDefFoundError for ClassB_16",When Class.forName() is called with an invalid class package string name.,When ClassLoader.loadClass() fails to resolve a class on the classpath dynamically.,When there is an import statement referencing a non-existent class at compile time.,"When ClassB_16 was present during compilation, but its class file cannot be located or loaded by the JVM at runtime during Class A's initialization.",D,"ClassNotFoundException is a checked exception thrown when class lookup by name string fails. NoClassDefFoundError is an Error thrown when the JVM is executing compiled bytecode that references another class, but that class cannot be found in the runtime classpath."
